col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17
3.0,5.18293331620495,5.29162007763524,6.0,4.0,6.0,7.998706381235644,3.0,8.0,8.0,5.269498242347402,9.0,1.9536470750471764,9.782809468951221,7.0,6.0
4.0,5.735671819985918,6.857284695970028,8.0,4.780504288198822,7.0,8.0,3.0,5.0587000823632495,6.0,8.096164849027739,10.0,6.0,11.0,7.0,5.0
2.912862369136354,4.0,5.0,3.8034865577147325,6.483926556496242,10.0,5.042297060278833,2.0,3.254839101970405,9.0,5.089723557795692,9.842214187668844,3.74992378767045,6.0,2.0,10.318877841157278
2.0,4.0,2.0,3.0,2.0,7.0,7.0,5.0,7.0,7.0,6.0,6.801080763441649,1.1368421315888335,8.0,5.0,10.0
4.0,5.0,5.0,7.0,3.0,8.0,7.0,3.201222796656953,6.0,5.028470186342865,6.071875229817245,9.0,3.0,8.0,5.0,9.0
4.0,5.717423806377087,4.0,7.0,3.2576937936329333,3.0,5.713542984125232,5.0,9.0,5.310474431752105,6.0,13.0,0.0,8.0,7.0,9.0
2.776872117820851,5.0,4.0,3.0,1.7932025444079776,8.0,7.0,4.158674707122412,4.0,7.650392923809983,6.0,8.0,2.0,8.0,3.0,7.415028146803152
2.0,2.0,2.5377934417791908,7.477666684436247,2.0,8.0,8.0,5.0,2.592812907612954,7.0,8.0,10.0,2.0,9.0,3.2555943201061734,8.0
4.0,8.0,6.0,6.0,4.0,6.0,6.0,4.786010250316544,6.0,7.0,6.516656580019022,11.0,3.0,10.555983301030835,4.0,9.0
2.0,3.0,3.0,2.0,2.0,8.0,5.898573596479821,6.0,3.097666502104082,9.0,5.0,8.0,2.0,8.407144935507729,1.6596334232657413,8.0
3.0,5.044182608430207,5.0,4.0,4.0,7.6841913837723155,6.0,3.4420728618888705,6.0,11.0,4.0,7.0,4.0,7.0,5.0,9.0
4.0,7.0,5.0,5.0,1.9120751285848714,6.0,11.0,8.0,3.8959834148320627,7.321763905396721,5.0,3.0,2.984160115799506,10.0,4.0,7.0
5.0,7.0,5.0,5.0,2.0,3.0,12.0,4.94529863861704,4.471460383071201,12.0,12.0,7.0,2.0,10.0,1.0,8.0
4.0,6.0,4.782667435895094,9.0,2.1544471953167257,8.0,9.0,7.0,6.0,6.0,6.2795028795503,9.0,4.0,7.0,6.0,10.0
5.740676970369421,8.533141501954466,9.0,7.0,7.0,10.0,6.0,2.0,5.0,9.0,6.827567937374502,8.353853650208048,4.769429295020695,9.746472859036682,2.0,9.0
1.650064774969131,2.0,4.0,3.0,1.0,7.0,8.001770225157127,2.0,3.0,8.930680610440708,11.0,9.0,2.0,10.408544504193493,1.0,8.0
4.0,8.0,5.0,6.0,6.0,8.0,5.799596639753557,5.305895592647181,3.500527877239553,7.0,4.200496487497789,5.0,3.4203057884751895,8.0,7.0,9.0
8.0,12.0,7.0,6.0,4.0,9.0,8.0,3.7320541862564043,7.0,6.5778879766099365,4.0,6.0,6.0,9.0,4.0,6.479615281419546
4.0,5.0,6.0,5.0,6.0,8.0,7.0,5.0,4.46555067905359,7.0,5.297525863365181,7.0,5.0,10.104438743957582,9.0,10.0
6.0,10.0,8.0,8.0,3.348590385126804,10.0,5.0,4.210361910686867,8.0,11.0,3.0,7.0,4.0,8.87054927440818,4.0,9.0
2.0,7.0,3.677343258986281,5.0,2.0,6.646997226688435,7.0,9.0,3.961071793139742,5.746160704960961,6.228529719908923,8.06422123159414,2.0,8.0,8.0,9.0
5.014666308587631,10.0,5.0,5.0,4.232366765123502,6.0,9.0,6.42769795370081,3.0,10.0,7.30019342579979,6.0,2.6659709469267687,9.0,4.0,7.0
